pickup,dropoff,passengers,distance,fare,tip,tolls,total,color,payment,pickup_zone,dropoff_zone,pickup_borough,dropoff_borough
3/9/2019 16:42,3/9/2019 16:58,4,1.58,11.5,0,0,14.8,yellow,cash,Penn Station/Madison Sq West,Clinton East,Manhattan,Manhattan
3/14/2019 16:50,3/14/2019 17:07,1,2.06,12.5,2.52,0,19.32,yellow,credit card,Upper East Side South,Murray Hill,Manhattan,Manhattan
3/7/2019 20:18,3/7/2019 20:27,1,0.51,6.5,0,0,10.3,yellow,cash,Midtown North,Midtown Center,Manhattan,Manhattan
3/19/2019 21:40,3/19/2019 22:20,1,12,39,8.55,0,51.35,yellow,credit card,Penn Station/Madison Sq West,East Williamsburg,Manhattan,Brooklyn
3/16/2019 20:59,3/16/2019 21:28,2,3.2,19,0,0,22.8,yellow,cash,Little Italy/NoLiTa,Midtown Center,Manhattan,Manhattan
3/3/2019 21:15,3/3/2019 21:40,1,2.33,16,0.01,0,19.81,yellow,credit card,Midtown South,Flatiron,Manhattan,Manhattan
3/1/2019 8:40,3/1/2019 8:53,1,1.93,10,2.66,0,15.96,yellow,credit card,Lenox Hill East,Midtown East,Manhattan,Manhattan
3/1/2019 13:07,3/1/2019 13:12,1,1.49,6.5,1.96,0,11.76,yellow,credit card,Battery Park City,Financial District South,Manhattan,Manhattan
3/26/2019 7:49,3/26/2019 8:15,1,2.83,17,4.06,0,24.36,yellow,credit card,Clinton East,Gramercy,Manhattan,Manhattan
3/27/2019 14:20,3/27/2019 14:31,3,1.46,9,2.46,0,14.76,yellow,credit card,TriBeCa/Civic Center,Union Sq,Manhattan,Manhattan
3/12/2019 16:58,3/12/2019 17:12,1,2.11,11.5,0,0,15.8,yellow,cash,Upper East Side South,East Harlem South,Manhattan,Manhattan
3/15/2019 1:36,3/15/2019 1:58,2,10.85,32.5,10.89,0,47.19,yellow,credit card,East Village,Inwood,Manhattan,Manhattan
3/3/2019 4:17,3/3/2019 4:37,1,5.27,19.5,4.66,0,27.96,yellow,credit card,Penn Station/Madison Sq West,Central Harlem,Manhattan,Manhattan
3/20/2019 18:20,3/20/2019 18:40,1,1.51,12.5,3.36,0,20.16,yellow,credit card,Penn Station/Madison Sq West,Midtown Center,Manhattan,Manhattan
3/23/2019 6:37,3/23/2019 6:45,1,1.2,7,0,0,10.3,yellow,cash,Gramercy,Union Sq,Manhattan,Manhattan
3/20/2019 19:34,3/20/2019 20:03,1,5.07,21.5,5.16,0,30.96,yellow,credit card,Upper East Side South,Central Harlem,Manhattan,Manhattan
3/24/2019 23:19,3/24/2019 23:32,3,3.1,11.5,2.75,0,18.05,yellow,credit card,Midtown East,West Village,Manhattan,Manhattan
3/18/2019 5:05,3/18/2019 5:16,1,6.47,19,0,0,22.8,yellow,cash,Kips Bay,Columbia Street,Manhattan,Brooklyn
3/20/2019 23:17,3/20/2019 23:38,1,5.81,21,4.96,0,29.76,yellow,credit card,Little Italy/NoLiTa,West Chelsea/Hudson Yards,Manhattan,Manhattan
3/17/2019 17:39,3/17/2019 17:51,5,2.9,11.5,3.7,0,18.5,yellow,credit card,Midtown Center,Upper West Side North,Manhattan,Manhattan
3/14/2019 11:52,3/14/2019 12:00,1,1.2,7,0,0,10.3,yellow,cash,Clinton East,Upper East Side South,Manhattan,Manhattan
3/12/2019 12:23,3/12/2019 13:09,1,10.47,40,9.81,5.76,58.87,yellow,credit card,LaGuardia Airport,East Chelsea,Queens,Manhattan
3/12/2019 12:39,3/12/2019 12:50,1,1.3,9,2,0,14.3,yellow,credit card,Sutton Place/Turtle Bay North,Lenox Hill East,Manhattan,Manhattan
3/21/2019 14:35,3/21/2019 15:44,1,16.99,52,7,5.76,68.06,yellow,credit card,Times Sq/Theatre District,JFK Airport,Manhattan,Queens
3/11/2019 13:33,3/11/2019 13:51,2,4.28,17,5.17,5.54,31.01,yellow,credit card,Financial District North,Park Slope,Manhattan,Brooklyn
3/29/2019 19:42,3/29/2019 19:46,2,0.51,4.5,0,0,8.8,yellow,cash,Penn Station/Madison Sq West,Flatiron,Manhattan,Manhattan
3/28/2019 21:22,3/28/2019 21:42,1,3.18,14.5,3.66,0,21.96,yellow,credit card,Midtown Center,SoHo,Manhattan,Manhattan
3/7/2019 14:10,3/7/2019 14:28,1,5.74,19,4.46,0,26.76,yellow,credit card,Financial District South,Midtown Center,Manhattan,Manhattan
3/20/2019 8:58,3/20/2019 9:11,1,1.11,9,2,0,14.3,yellow,credit card,Murray Hill,Midtown South,Manhattan,Manhattan
3/27/2019 14:26,3/27/2019 14:53,5,1.71,16.5,3,0,22.8,yellow,credit card,Midtown Center,Lenox Hill East,Manhattan,Manhattan
3/20/2019 18:24,3/20/2019 18:52,5,3.3,18.5,0,0,22.8,yellow,cash,Penn Station/Madison Sq West,Upper East Side North,Manhattan,Manhattan
3/17/2019 0:46,3/17/2019 0:50,0,1,5.5,1,0,10.3,yellow,credit card,Meatpacking/West Village West,Flatiron,Manhattan,Manhattan
3/1/2019 19:38,3/1/2019 20:10,2,8.7,31,10.25,5.76,51.31,yellow,credit card,LaGuardia Airport,Upper West Side North,Queens,Manhattan
3/24/2019 14:56,3/24/2019 15:16,1,3.38,14.5,0.02,0,17.82,yellow,credit card,Boerum Hill,SoHo,Brooklyn,Manhattan
3/13/2019 13:00,3/13/2019 13:12,0,1.2,8.5,2.95,0,14.75,yellow,credit card,Midtown South,Midtown Center,Manhattan,Manhattan
3/9/2019 12:32,3/9/2019 12:41,1,1.52,8,1,0,12.3,yellow,credit card,Garment District,Clinton East,Manhattan,Manhattan
3/27/2019 16:19,3/27/2019 16:40,1,2.8,15,3.85,0,23.15,yellow,credit card,Upper East Side North,Murray Hill,Manhattan,Manhattan
3/8/2019 0:34,3/8/2019 0:38,5,0.72,5,1.76,0,10.56,yellow,credit card,Midtown South,Murray Hill,Manhattan,Manhattan
3/12/2019 10:27,3/12/2019 10:42,1,1.26,10,2.66,0,15.96,yellow,credit card,Penn Station/Madison Sq West,Kips Bay,Manhattan,Manhattan
3/11/2019 7:59,3/11/2019 8:05,1,1.6,7.5,0,0,10.8,yellow,cash,Lenox Hill East,Sutton Place/Turtle Bay North,Manhattan,Manhattan
3/13/2019 8:47,3/13/2019 9:05,1,2.3,13,0,0,16.3,yellow,cash,Flatiron,Central Park,Manhattan,Manhattan
3/19/2019 16:08,3/19/2019 16:11,5,0.68,4.5,1.76,0,10.56,yellow,credit card,Midtown East,Murray Hill,Manhattan,Manhattan
3/16/2019 2:06,3/16/2019 2:15,1,1.8,8.5,0,0,12.3,yellow,credit card,Meatpacking/West Village West,Kips Bay,Manhattan,Manhattan
3/18/2019 22:44,3/18/2019 22:53,1,5.7,52,12.5,5.76,73.56,yellow,credit card,Steinway,East Harlem South,Queens,Manhattan
3/22/2019 7:54,3/22/2019 9:05,1,16.42,52,0,12.5,67.8,yellow,cash,JFK Airport,Murray Hill,Queens,Manhattan
3/27/2019 21:05,3/27/2019 21:11,2,0.9,5.5,0,0,9.3,yellow,cash,Upper East Side North,Lenox Hill East,Manhattan,Manhattan
3/18/2019 8:07,3/18/2019 8:12,2,0.96,5.5,0,0,8.8,yellow,cash,Clinton East,East Chelsea,Manhattan,Manhattan
3/28/2019 20:24,3/28/2019 20:33,1,0.95,7,2.16,0,12.96,yellow,credit card,Times Sq/Theatre District,Midtown East,Manhattan,Manhattan
3/29/2019 17:46,3/29/2019 17:57,0,0.8,7.5,0,0,11.8,yellow,cash,Penn Station/Madison Sq West,Garment District,Manhattan,Manhattan
3/13/2019 12:09,3/13/2019 12:20,2,0.6,8,2.25,0,13.55,yellow,credit card,Midtown Center,Midtown Center,Manhattan,Manhattan
3/12/2019 7:14,3/12/2019 7:23,1,1.99,8.5,1,0,12.8,yellow,credit card,Union Sq,Murray Hill,Manhattan,Manhattan
3/28/2019 22:12,3/28/2019 22:24,3,1.44,9.5,0,0,13.3,yellow,cash,West Chelsea/Hudson Yards,Times Sq/Theatre District,Manhattan,Manhattan
3/27/2019 14:54,3/27/2019 15:14,1,3.9,16,4.8,0,24.1,yellow,credit card,Midtown Center,Two Bridges/Seward Park,Manhattan,Manhattan
3/11/2019 8:50,3/11/2019 9:14,1,3.2,16.5,4.95,0,24.75,yellow,credit card,Midtown South,Lenox Hill East,Manhattan,Manhattan
3/7/2019 15:09,3/7/2019 15:30,1,2.01,13.5,3.36,0,20.16,yellow,credit card,Upper East Side North,Lenox Hill West,Manhattan,Manhattan
3/23/2019 12:48,3/23/2019 12:57,1,0.98,7.5,2.16,0,12.96,yellow,credit card,Penn Station/Madison Sq West,Gramercy,Manhattan,Manhattan
3/2/2019 15:58,3/2/2019 16:15,2,2.75,13.5,0,0,16.8,yellow,cash,Lower East Side,Midtown East,Manhattan,Manhattan
3/11/2019 14:53,3/11/2019 15:05,1,1.37,9,2.46,0,14.76,yellow,credit card,Gramercy,UN/Turtle Bay South,Manhattan,Manhattan
3/29/2019 0:34,3/29/2019 0:50,2,3.3,13,1.5,0,18.3,yellow,credit card,East Chelsea,World Trade Center,Manhattan,Manhattan
3/17/2019 15:10,3/17/2019 15:17,1,1.49,6.5,0,0,9.8,yellow,cash,Meatpacking/West Village West,TriBeCa/Civic Center,Manhattan,Manhattan
3/6/2019 23:57,3/7/2019 0:11,1,2.1,11,2.95,0,17.75,yellow,credit card,Times Sq/Theatre District,Union Sq,Manhattan,Manhattan
3/11/2019 17:38,3/11/2019 17:45,2,1.22,6.5,2.16,0,12.96,yellow,credit card,East Village,Murray Hill,Manhattan,Manhattan
3/31/2019 13:25,3/31/2019 13:32,2,1.12,6.5,1.96,0,11.76,yellow,credit card,Upper East Side South,Midtown Center,Manhattan,Manhattan
3/13/2019 9:54,3/13/2019 10:03,1,1.2,7.5,2.15,0,12.95,yellow,credit card,Penn Station/Madison Sq West,Times Sq/Theatre District,Manhattan,Manhattan
3/4/2019 21:24,3/4/2019 21:55,1,21.3,79.5,0,0,80.8,yellow,cash,JFK Airport,Upper East Side North,Queens,Manhattan
3/26/2019 17:27,3/26/2019 17:41,1,1.4,10.5,0,0,14.8,yellow,cash,Union Sq,Garment District,Manhattan,Manhattan
3/19/2019 14:17,3/19/2019 14:21,1,0.8,5,0,0,8.3,yellow,cash,Upper West Side North,Upper West Side South,Manhattan,Manhattan
3/2/2019 3:13,3/2/2019 3:27,1,3.39,12.5,3.26,0,19.56,yellow,credit card,West Village,Brooklyn Heights,Manhattan,Brooklyn
3/24/2019 9:54,3/24/2019 9:57,3,0.6,4.5,1.95,0,9.75,yellow,credit card,Midtown South,Murray Hill,Manhattan,Manhattan
3/17/2019 2:11,3/17/2019 2:24,2,3.7,13.5,3.7,0,21,yellow,credit card,Garment District,Upper West Side South,Manhattan,Manhattan
3/31/2019 7:33,3/31/2019 7:35,1,0.9,4.5,0,0,7.8,yellow,cash,Penn Station/Madison Sq West,Midtown Center,Manhattan,Manhattan
3/10/2019 17:07,3/10/2019 17:24,1,1.63,11.5,0,0,14.8,yellow,cash,Penn Station/Madison Sq West,Midtown North,Manhattan,Manhattan
3/25/2019 12:26,3/25/2019 12:45,1,2.07,13.5,0,0,16.8,yellow,cash,Upper East Side North,Midtown Center,Manhattan,Manhattan
3/10/2019 22:18,3/10/2019 22:25,2,1.46,7,0,0,10.8,yellow,cash,Greenwich Village North,Kips Bay,Manhattan,Manhattan
3/5/2019 16:54,3/5/2019 17:07,1,4.7,15.5,3.95,0,23.75,yellow,credit card,Boerum Hill,Alphabet City,Brooklyn,Manhattan
3/6/2019 17:01,3/6/2019 17:14,2,1.72,10,2.86,0,17.16,yellow,credit card,Upper East Side South,Yorkville East,Manhattan,Manhattan
3/15/2019 9:38,3/15/2019 9:47,1,1.14,7.5,2.16,0,12.96,yellow,credit card,Midtown South,Murray Hill,Manhattan,Manhattan
3/22/2019 19:21,3/22/2019 19:29,5,1.34,7,0,0,11.3,yellow,cash,Times Sq/Theatre District,Central Park,Manhattan,Manhattan
3/4/2019 18:31,3/4/2019 18:43,1,1.35,9.5,2.76,0,16.56,yellow,credit card,Midtown East,Garment District,Manhattan,Manhattan
3/10/2019 14:02,3/10/2019 14:11,2,1.18,7.5,2.16,0,12.96,yellow,credit card,Union Sq,Murray Hill,Manhattan,Manhattan
3/17/2019 9:43,3/17/2019 9:54,1,1.5,9.5,2,0,14.8,yellow,credit card,Gramercy,West Chelsea/Hudson Yards,Manhattan,Manhattan
3/9/2019 19:54,3/9/2019 20:17,1,6.15,21,0,0,24.3,yellow,cash,Kips Bay,Fort Greene,Manhattan,Brooklyn
3/25/2019 6:03,3/25/2019 6:31,1,10.43,27.95,0,5.76,34.51,yellow,credit card,Marine Park/Mill Basin,TriBeCa/Civic Center,Brooklyn,Manhattan
3/31/2019 20:56,3/31/2019 21:02,1,1.08,6.5,2.06,0,12.36,yellow,credit card,Upper West Side North,Morningside Heights,Manhattan,Manhattan
3/5/2019 13:30,3/5/2019 13:42,1,1.53,9,2.46,0,14.76,yellow,credit card,Kips Bay,Midtown Center,Manhattan,Manhattan
3/12/2019 12:02,3/12/2019 12:15,1,1.86,10,2.66,0,15.96,yellow,credit card,Yorkville East,Upper East Side South,Manhattan,Manhattan
3/13/2019 14:51,3/13/2019 15:02,1,3.16,11.5,0,0,12.3,yellow,cash,Hamilton Heights,Manhattan Valley,Manhattan,Manhattan
3/26/2019 22:21,3/26/2019 22:24,0,0.4,4,1,0,6.3,yellow,credit card,East Harlem South,East Harlem South,Manhattan,Manhattan
3/6/2019 22:27,3/6/2019 22:39,2,2.61,10.5,0,0,14.3,yellow,cash,Times Sq/Theatre District,Greenwich Village South,Manhattan,Manhattan
3/10/2019 12:24,3/10/2019 12:35,1,1.78,9,2.46,0,14.76,yellow,credit card,Sutton Place/Turtle Bay North,Clinton East,Manhattan,Manhattan
3/22/2019 11:50,3/22/2019 12:35,1,3.75,26.5,2,0,31.8,yellow,credit card,East Harlem South,Penn Station/Madison Sq West,Manhattan,Manhattan
3/4/2019 9:53,3/4/2019 9:57,1,0.8,5,1.66,0,9.96,yellow,credit card,Upper East Side South,Midtown Center,Manhattan,Manhattan
3/29/2019 22:11,3/29/2019 22:31,1,2.9,14.5,3.65,0,21.95,yellow,credit card,Lenox Hill East,Clinton East,Manhattan,Manhattan
3/7/2019 16:41,3/7/2019 16:49,1,0.8,7,2.8,0,14.1,yellow,credit card,Midtown East,Murray Hill,Manhattan,Manhattan
3/14/2019 14:26,3/14/2019 14:35,1,1.07,7.5,2.16,0,12.96,yellow,credit card,Upper East Side North,Upper East Side South,Manhattan,Manhattan
3/21/2019 8:59,3/21/2019 9:25,1,4.42,15.66,0,0,16.46,yellow,credit card,Flatiron,Upper West Side South,Manhattan,Manhattan
3/30/2019 1:36,3/30/2019 1:43,1,0.8,6,1,0,10.8,yellow,credit card,Lower East Side,East Village,Manhattan,Manhattan
3/22/2019 20:16,3/22/2019 20:30,1,2.77,12,3.16,0,18.96,yellow,credit card,Greenwich Village South,West Chelsea/Hudson Yards,Manhattan,Manhattan
3/19/2019 11:48,3/19/2019 11:52,2,0.36,4,0,0,7.3,yellow,cash,Lincoln Square East,Lincoln Square East,Manhattan,Manhattan
3/30/2019 16:16,3/30/2019 16:27,1,3.09,11.5,3.08,0,15.38,yellow,credit card,Queensbridge/Ravenswood,Roosevelt Island,Queens,Manhattan
3/11/2019 16:24,3/11/2019 16:34,1,1.21,8,2.46,0,14.76,yellow,credit card,Union Sq,East Chelsea,Manhattan,Manhattan
3/3/2019 13:57,3/3/2019 14:41,1,7.88,32,0,0,32.8,yellow,credit card,Boerum Hill,East New York,Brooklyn,Brooklyn
3/22/2019 16:48,3/22/2019 16:55,1,0.4,5.5,1.95,0,11.75,yellow,credit card,Upper East Side South,Sutton Place/Turtle Bay North,Manhattan,Manhattan
3/29/2019 9:28,3/29/2019 9:51,1,5.13,20,2,0,25.3,yellow,credit card,Lenox Hill East,Greenwich Village North,Manhattan,Manhattan
3/5/2019 19:24,3/5/2019 19:38,5,2.04,10.5,2.96,0,17.76,yellow,credit card,Times Sq/Theatre District,Meatpacking/West Village West,Manhattan,Manhattan
3/22/2019 23:44,3/23/2019 0:10,1,5.43,21,4.96,0,29.76,yellow,credit card,Union Sq,Lenox Hill East,Manhattan,Manhattan
3/21/2019 19:26,3/21/2019 19:33,1,1.27,7,2.26,0,13.56,yellow,credit card,Upper East Side North,Upper East Side South,Manhattan,Manhattan
3/27/2019 23:36,3/27/2019 23:43,1,0.78,6,1.96,0,11.76,yellow,credit card,Times Sq/Theatre District,Midtown East,Manhattan,Manhattan
3/2/2019 18:39,3/2/2019 19:01,6,2.85,14.5,0,0,17.8,yellow,cash,Midtown North,West Village,Manhattan,Manhattan
3/12/2019 16:16,3/12/2019 16:20,1,0.7,5,1,0,10.3,yellow,credit card,Upper East Side South,Lenox Hill East,Manhattan,Manhattan
3/28/2019 23:10,3/28/2019 23:25,3,2.7,12,0,0,15.8,yellow,cash,Midtown North,East Chelsea,Manhattan,Manhattan
3/16/2019 11:28,3/16/2019 11:32,1,0.4,4.5,2,0,9.8,yellow,credit card,Upper East Side North,Upper East Side South,Manhattan,Manhattan
3/20/2019 16:40,3/20/2019 17:07,1,2.46,16.5,5.2,0,26,yellow,credit card,Union Sq,Lenox Hill East,Manhattan,Manhattan
3/3/2019 16:36,3/3/2019 16:49,1,2.6,11.5,3.7,0,18.5,yellow,credit card,Yorkville West,Lincoln Square East,Manhattan,Manhattan
3/26/2019 0:28,3/26/2019 0:52,1,7.8,24.5,5.65,0,33.95,yellow,credit card,Williamsburg (North Side),Lincoln Square West,Brooklyn,Manhattan
3/29/2019 18:53,3/29/2019 19:11,1,2.4,12.5,0,0,16.8,yellow,cash,West Chelsea/Hudson Yards,UN/Turtle Bay South,Manhattan,Manhattan
3/6/2019 5:34,3/6/2019 5:43,1,2.9,10.5,2.85,0,17.15,yellow,credit card,Garment District,Lenox Hill East,Manhattan,Manhattan
3/9/2019 18:40,3/9/2019 18:49,1,1.76,8.5,1,0,12.8,yellow,credit card,Clinton East,Midtown East,Manhattan,Manhattan
3/17/2019 15:41,3/17/2019 15:45,2,0.8,5,1,0,9.3,yellow,credit card,Upper East Side North,Upper East Side North,Manhattan,Manhattan
3/23/2019 16:22,3/23/2019 16:33,1,1.65,9,1,0,13.3,yellow,credit card,Clinton East,Flatiron,Manhattan,Manhattan
3/7/2019 8:19,3/7/2019 8:22,1,0.88,5,1.24,0,9.54,yellow,credit card,Kips Bay,Sutton Place/Turtle Bay North,Manhattan,Manhattan
3/25/2019 12:20,3/25/2019 12:42,1,8.47,26.5,0,0,29.8,yellow,cash,Lincoln Square East,Washington Heights North,Manhattan,Manhattan
3/23/2019 16:54,3/23/2019 17:04,1,0.85,7.5,2.16,0,12.96,yellow,credit card,Upper East Side South,Midtown North,Manhattan,Manhattan
3/6/2019 7:20,3/6/2019 7:25,1,1.13,6,1,0,10.3,yellow,credit card,Upper East Side South,UN/Turtle Bay South,Manhattan,Manhattan
3/16/2019 16:58,3/16/2019 17:19,5,1.43,13,0,0,16.3,yellow,cash,Midtown Center,Flatiron,Manhattan,Manhattan
3/1/2019 13:31,3/1/2019 14:21,2,12.52,43.5,6.64,0,50.94,yellow,credit card,JFK Airport,Fort Greene,Queens,Brooklyn
3/13/2019 22:05,3/13/2019 22:24,1,3.57,15,3.76,0,22.56,yellow,credit card,Penn Station/Madison Sq West,Lenox Hill East,Manhattan,Manhattan
3/17/2019 18:22,3/17/2019 18:46,2,10.39,30,2.2,0,33,yellow,credit card,JFK Airport,Canarsie,Queens,Brooklyn
3/12/2019 21:35,3/12/2019 21:45,1,1.83,9,2.56,0,15.36,yellow,credit card,Greenwich Village North,Murray Hill,Manhattan,Manhattan
3/27/2019 15:25,3/27/2019 15:32,1,0.79,6.5,1.96,0,11.76,yellow,credit card,Midtown Center,Upper East Side South,Manhattan,Manhattan
3/20/2019 14:22,3/20/2019 14:34,1,0.6,8,2.25,0,13.55,yellow,credit card,Midtown Center,Midtown North,Manhattan,Manhattan
3/1/2019 20:36,3/1/2019 20:38,1,0.6,4,0,0,7.8,yellow,cash,Lenox Hill West,Yorkville West,Manhattan,Manhattan
3/19/2019 15:55,3/19/2019 16:05,1,0.64,7.5,1,0,11.8,yellow,credit card,SoHo,TriBeCa/Civic Center,Manhattan,Manhattan
3/29/2019 19:53,3/29/2019 19:59,1,0.6,5.5,1.95,0,11.75,yellow,credit card,UN/Turtle Bay South,Murray Hill,Manhattan,Manhattan
3/11/2019 11:54,3/11/2019 12:08,1,1.14,9.5,2.56,0,15.36,yellow,credit card,West Chelsea/Hudson Yards,Penn Station/Madison Sq West,Manhattan,Manhattan
3/12/2019 10:36,3/12/2019 10:46,1,0.75,7.5,2.7,0,13.5,yellow,credit card,Sutton Place/Turtle Bay North,UN/Turtle Bay South,Manhattan,Manhattan
3/25/2019 13:32,3/25/2019 13:35,1,0.9,5,1.65,0,9.95,yellow,credit card,West Chelsea/Hudson Yards,Flatiron,Manhattan,Manhattan
3/3/2019 23:57,3/4/2019 0:17,1,5.22,17.5,5.32,0,26.62,yellow,credit card,Flatiron,Manhattan Valley,Manhattan,Manhattan
3/9/2019 1:06,3/9/2019 1:13,1,0.7,6,1.95,0,11.75,yellow,credit card,Greenwich Village South,Lower East Side,Manhattan,Manhattan
3/16/2019 18:08,3/16/2019 18:17,3,1.44,8,2.26,0,13.56,yellow,credit card,Upper East Side South,Lenox Hill East,Manhattan,Manhattan
3/12/2019 9:14,3/12/2019 9:21,1,0.9,6,0,0,9.3,yellow,cash,Times Sq/Theatre District,Penn Station/Madison Sq West,Manhattan,Manhattan
3/1/2019 12:18,3/1/2019 12:26,1,0.81,6.5,2.45,0,12.25,yellow,credit card,Midtown North,Lincoln Square East,Manhattan,Manhattan
3/10/2019 12:04,3/10/2019 12:11,1,1.03,6.5,1.96,0,11.76,yellow,credit card,Midtown North,Lincoln Square East,Manhattan,Manhattan
3/10/2019 14:42,3/10/2019 14:59,1,1.93,12,3.06,0,18.36,yellow,credit card,Upper East Side South,UN/Turtle Bay South,Manhattan,Manhattan
3/6/2019 21:44,3/6/2019 21:53,2,1.26,8,2.95,0,14.75,yellow,credit card,Garment District,Murray Hill,Manhattan,Manhattan
3/17/2019 17:50,3/17/2019 18:10,4,3.56,16,0,0,16.8,yellow,cash,Washington Heights South,Manhattan Valley,Manhattan,Manhattan
3/23/2019 0:22,3/23/2019 0:33,1,1.37,8.5,2.46,0,14.76,yellow,credit card,Financial District North,Little Italy/NoLiTa,Manhattan,Manhattan
3/16/2019 0:23,3/16/2019 1:00,1,11.57,38,0,0,41.8,yellow,cash,Midtown Center,Hillcrest/Pomonok,Manhattan,Queens
3/10/2019 18:18,3/10/2019 18:40,1,3.16,15.5,3.76,0,22.56,yellow,credit card,Midtown North,Meatpacking/West Village West,Manhattan,Manhattan
3/29/2019 22:59,3/29/2019 23:20,1,3.85,16.5,5.08,0,25.38,yellow,credit card,Greenwich Village South,Midtown East,Manhattan,Manhattan
3/19/2019 5:14,3/19/2019 5:24,1,2.98,10.5,1.43,0,15.73,yellow,credit card,Upper West Side North,Midtown North,Manhattan,Manhattan
3/29/2019 16:01,3/29/2019 16:18,1,1,11,3.05,0,18.35,yellow,credit card,Upper East Side North,Upper East Side South,Manhattan,Manhattan
3/30/2019 14:17,3/30/2019 14:28,1,1.39,8.5,2.36,0,14.16,yellow,credit card,Chinatown,Greenwich Village South,Manhattan,Manhattan
3/13/2019 17:58,3/13/2019 18:06,2,0.91,7,2.26,0,13.56,yellow,credit card,East Chelsea,Garment District,Manhattan,Manhattan
3/8/2019 18:09,3/8/2019 18:15,1,1.34,6.5,2.16,0,12.96,yellow,credit card,Kips Bay,Sutton Place/Turtle Bay North,Manhattan,Manhattan
3/3/2019 2:12,3/3/2019 2:38,1,5.9,22,5,0,30.8,yellow,credit card,West Village,Crown Heights North,Manhattan,Brooklyn
3/1/2019 10:55,3/1/2019 11:04,5,0.9,7,0,0,10.3,yellow,cash,Lenox Hill West,Upper East Side South,Manhattan,Manhattan
3/31/2019 2:38,3/31/2019 2:43,3,1.11,6,1.96,0,11.76,yellow,credit card,East Chelsea,Greenwich Village North,Manhattan,Manhattan
3/4/2019 12:30,3/4/2019 12:41,1,1.3,8,2.25,0,13.55,yellow,credit card,Murray Hill,Upper East Side South,Manhattan,Manhattan
3/5/2019 20:00,3/5/2019 20:02,1,0.09,3.5,0,0,7.3,yellow,cash,TriBeCa/Civic Center,TriBeCa/Civic Center,Manhattan,Manhattan
3/9/2019 11:19,3/9/2019 11:37,1,2.6,13.5,0,0,16.8,yellow,cash,East Chelsea,Midtown East,Manhattan,Manhattan
3/18/2019 15:39,3/18/2019 15:48,1,1.34,8,2.26,0,13.56,yellow,credit card,Flatiron,Midtown Center,Manhattan,Manhattan
3/5/2019 21:24,3/5/2019 21:36,2,1.64,9,1.92,0,14.72,yellow,credit card,Yorkville West,Upper East Side South,Manhattan,Manhattan
3/2/2019 23:34,3/2/2019 23:36,1,0.1,3,1.35,0,8.15,yellow,credit card,East Village,East Village,Manhattan,Manhattan
3/9/2019 19:49,3/9/2019 19:59,2,1.6,8.5,2.45,0,14.75,yellow,credit card,Union Sq,Sutton Place/Turtle Bay North,Manhattan,Manhattan
3/2/2019 17:39,3/2/2019 18:12,1,4.68,22,0,0,25.3,yellow,cash,East Harlem South,Greenwich Village North,Manhattan,Manhattan
3/25/2019 22:22,3/25/2019 22:27,1,0.9,5.5,1.85,0,11.15,yellow,credit card,Lincoln Square East,Times Sq/Theatre District,Manhattan,Manhattan
3/6/2019 19:58,3/6/2019 20:01,0,0.6,4.5,2,0,10.8,yellow,credit card,Midtown North,Midtown Center,Manhattan,Manhattan
3/12/2019 8:23,3/12/2019 8:45,5,4.43,19,3.5,0,25.8,yellow,credit card,Meatpacking/West Village West,Lincoln Square East,Manhattan,Manhattan
3/8/2019 14:51,3/8/2019 15:00,1,1.1,7.5,1.62,0,12.42,yellow,credit card,Clinton East,Penn Station/Madison Sq West,Manhattan,Manhattan
3/21/2019 18:29,3/21/2019 18:39,1,1.18,7.5,2.36,0,14.16,yellow,credit card,Lincoln Square East,Clinton East,Manhattan,Manhattan
3/21/2019 12:04,3/21/2019 12:31,1,2.13,16.5,0,0,19.8,yellow,cash,East Village,Murray Hill,Manhattan,Manhattan
3/20/2019 19:41,3/20/2019 19:50,1,1.28,7.5,2,0,13.8,yellow,credit card,SoHo,Union Sq,Manhattan,Manhattan
3/16/2019 20:33,3/16/2019 20:44,1,1.78,9.5,0,0,13.3,yellow,cash,Upper East Side South,Midtown East,Manhattan,Manhattan
3/28/2019 23:44,3/28/2019 23:49,5,1.03,6,1.96,0,11.76,yellow,credit card,Gramercy,Penn Station/Madison Sq West,Manhattan,Manhattan
3/8/2019 14:04,3/8/2019 14:21,2,1.47,10.5,0,0,13.8,yellow,cash,Penn Station/Madison Sq West,Kips Bay,Manhattan,Manhattan
3/18/2019 21:41,3/18/2019 21:50,3,1.6,8,0.59,0,12.39,yellow,credit card,Midtown Center,Murray Hill,Manhattan,Manhattan
